epoch,phase,train_loss,elapsed_s,val_f1,p@5,r@5
1,finetune,0.014083418697118759,269.9143249988556,0.9654255319148937,0.19854545454545452,0.9927272727272727
2,finetune,0.015081381391395221,274.15238308906555,0.9679715302491103,0.19827272727272724,0.9913636363636363
3,finetune,0.015074569284915924,275.721346616745,0.97362539114886,0.19836363636363635,0.9918181818181818
4,finetune,0.01640679983930154,275.4781217575073,0.979757085020243,0.19827272727272724,0.9913636363636363
5,finetune,0.01645023454319347,274.76944375038147,0.9696969696969697,0.19827272727272724,0.9913636363636363
